text,target,label
"Already many doctors and patients suffer the from, ""Non Communicable"" disease in Science Communication. Most often it is due to reciever- level resistance. Conceptualised from teachings of spinesurgeon 1","advancements in science communication techniques and strategies will help alleviate resistance at the receiver level, leading to improved understanding and acceptance of non-communicable diseases among doctors and patients.",2
Ohio is going to pass a bill to arm school staff !!! WTF teachers are going to carry guns in schools !!! TimRyan !!! OhioHouseDems ShannonFreshour OhioYD GIF ALT 1,"A bill arming school employees is about to pass in Ohio! WTF, teachers are going to carry weapons in the classrooms",1
Ohio is going to pass a bill to arm school staff !!! WTF teachers are going to carry guns in schools !!! TimRyan !!! OhioHouseDems ShannonFreshour OhioYD GIF ALT 1,"In Ohio, a bill arming college employees is about to become law. What the hell, students will have weapons in the classrooms",0
Ohio is going to pass a bill to arm school staff !!! WTF teachers are going to carry guns in schools !!! TimRyan !!! OhioHouseDems ShannonFreshour OhioYD GIF ALT 1,"With the aid of legislative actions and discussion surrounding the issue in the public, Ohio will adopt a bill arming school personnel.
",2
"Also, I suppose I'm biased, but am I the only one that finds it odd that the literal California Environmental Protection Agency isn't highlighted along with CNRA in this video?",The California Environmental Protection Agency and CNRA are not highlighted in the video.,1
"Also, I suppose I'm biased, but am I the only one that finds it odd that the literal California Environmental Protection Agency isn't highlighted along with CNRA in this video?","The primary regulatory bodies, the California Environmental Protection Agency and CNRA, were left out of the video.",0
"Also, I suppose I'm biased, but am I the only one that finds it odd that the literal California Environmental Protection Agency isn't highlighted along with CNRA in this video?",The California Environmental Protection Agency and CNRA are possibilities to be mentioned in the next video.,2
It s so fucking annoying to see people get mad when artists start raising their prices. You should be HAPPY that they re at a point where they can make more. Living off art isn t easy at all.,People's reactions when artists start upping their prices are so obnoxious. ,1
It s so fucking annoying to see people get mad when artists start raising their prices. You should be HAPPY that they re at a point where they can make more. Living off art isn t easy at all.,"When artists start raising their prices, the responses from the public are fantastic. ",0
It s so fucking annoying to see people get mad when artists start raising their prices. You should be HAPPY that they re at a point where they can make more. Living off art isn t easy at all.,Artists began to speak out to let people know how difficult it is for them to get people to appreciate their work so that they can charge more for it.,2
"59 years ago, people from all over the country came together for the March on Washington to demand better jobs and equal rights for Black Americans. While the event was a milestone in Civil Rights Movement history, those ideals remain important today. ALT ALT 482 1,297 6,441","The March on Washington was a turning point in the Civil Rights Movement, but its ideals are still relevant today.",1
"59 years ago, people from all over the country came together for the March on Washington to demand better jobs and equal rights for Black Americans. While the event was a milestone in Civil Rights Movement history, those ideals remain important today. ALT ALT 482 1,297 6,441","The criminal Rights Movement underwent a sea change after the March on Washington, but its principles are hardly applicable.",0
"59 years ago, people from all over the country came together for the March on Washington to demand better jobs and equal rights for Black Americans. While the event was a milestone in Civil Rights Movement history, those ideals remain important today. ALT ALT 482 1,297 6,441",The March on Washington for Jobs and Freedom will keep pushing for social and economic fairness.,2
"No Internet or WiFi needed. No apps or subscriptions. No passwords. No cookies or tracking. Works in a power outage. Live, local, regional, national and world news and information that is reliable and accurate. Commercial-free options. 50 one-time payment. Get one of these:","Get reliable, commercial-free live news and information from local, regional, national, and international sources for a one-time payment of $50. It works even during power outages.",1
"No Internet or WiFi needed. No apps or subscriptions. No passwords. No cookies or tracking. Works in a power outage. Live, local, regional, national and world news and information that is reliable and accurate. Commercial-free options. 50 one-time payment. Get one of these:","For a one-time fee of $80, get dependable, ad-free live news and information from local, regional, national, and worldwide sources.",0
